Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Video OCR: indexing digital news libraries by recognition of superimposed captions","Multimedia Systems","","7","5","10.1007/s005300050140","Toshio SatoTakeo KanadeEllen K. HughesMichael A. SmithShin'ichi Satoh","1999","http://link.springer.com/article/10.1007/s005300050140","Article"
"Improved canny detection algorithm for processing and segmenting text from the images","Cluster Computing","","","","10.1007/s10586-018-2056-8","P. ArunkumarS. P. ShantharajahM. Geetha","2018","http://link.springer.com/article/10.1007/s10586-018-2056-8","Article"
"Texture-based Text Location for Video Indexing","Intelligent Data Engineering and Automated Learning — IDEAL 2000. Data Mining, Financial Engineering, and Intelligent Agents","","","","10.1007/3-540-44491-2_65","Keechul JungJungHyun Han","2000","http://link.springer.com/chapter/10.1007/3-540-44491-2_65","Chapter"
"Texture feature benchmarking and evaluation for historical document image analysis","International Journal on Document Analysis and Recognition (IJDAR)","","20","1","10.1007/s10032-016-0278-y","Maroua MehriPierre HérouxPetra Gomez-KrämerRémy Mullot","2017","http://link.springer.com/article/10.1007/s10032-016-0278-y","Article"
"Content-based video retrieval in historical collections of the German Broadcasting Archive","International Journal on Digital Libraries","","","","10.1007/s00799-018-0236-z","Markus MühlingManja MeisterNikolaus KorfhageJörg WehlingAngelika HörthRalph EwerthBernd Freisleben","2018","http://link.springer.com/article/10.1007/s00799-018-0236-z","Article"
"A non-contact method of capturing low-resolution text for OCR","Pattern Analysis & Applications","","6","1","10.1007/s10044-002-0172-8","M. MirmehdiP. ClarkJ. Lam","2003","http://link.springer.com/article/10.1007/s10044-002-0172-8","Article"
"Bayesian super-resolution of text in videowith a text-specific bimodal prior","International Journal of Document Analysis and Recognition (IJDAR)","","7","2 - 3","10.1007/s10032-004-0139-y","Katherine DonaldsonGregory K. Myers","2005","http://link.springer.com/article/10.1007/s10032-004-0139-y","Article"
"A Diagram is Worth a Dozen Images","Computer Vision – ECCV 2016","","","","10.1007/978-3-319-46493-0_15","Aniruddha KembhaviMike SalvatoEric KolveMinjoon SeoHannaneh HajishirziAli Farhadi","2016","http://link.springer.com/chapter/10.1007/978-3-319-46493-0_15","Chapter"
"Soft computing approaches for image segmentation: a survey","Multimedia Tools and Applications","","","","10.1007/s11042-018-6005-6","Siddharth Singh ChouhanAjay KaulUday Pratap Singh","2018","http://link.springer.com/article/10.1007/s11042-018-6005-6","Article"
"An Interactive Image Rectification Method Using Quadrangle Hypothesis","Image Analysis and Processing – ICIAP 2013","","","","10.1007/978-3-642-41184-7_6","Satoshi Yonemoto","2013","http://link.springer.com/chapter/10.1007/978-3-642-41184-7_6","Chapter"
"Part-based methods for handwritten digit recognition","Frontiers of Computer Science","","7","4","10.1007/s11704-013-2297-x","Song WangSeiichi UchidaMarcus LiwickiYaokai Feng","2013","http://link.springer.com/article/10.1007/s11704-013-2297-x","Article"
"OCR System for Poor Quality Images Using Chain-Code Representation","The 1st International Conference on Advanced Intelligent System and Informatics (AISI2015), November 28-30, 2015, Beni Suef, Egypt","","","","10.1007/978-3-319-26690-9_14","Ali H. AhmedMahmoud AfifiMostafa KorashyEbram K. WilliamMahmoud Abd El-sattarZenab Hafez","2016","http://link.springer.com/chapter/10.1007/978-3-319-26690-9_14","Chapter"
"A method for automatically translating print books into electronic Braille books","Science China Information Sciences","","59","7","10.1007/s11432-016-5575-z","Taekeun ParkJungil JungJinsoo Cho","2016","http://link.springer.com/article/10.1007/s11432-016-5575-z","Article"
"A Character-Based Method for License Plate Detection in Complex Scenes","Pattern Recognition","","","","10.1007/978-981-10-3005-5_47","Dingyi LiZengfu Wang","2016","http://link.springer.com/chapter/10.1007/978-981-10-3005-5_47","Chapter"
"An Automatic Timestamp Replanting Algorithm for Panorama Video Surveillance","Image and Video Technology","","","","10.1007/978-3-642-53842-1_14","Xinguo YuWu SongJun ChengBo QiuBin He","2014","http://link.springer.com/chapter/10.1007/978-3-642-53842-1_14","Chapter"
"Integrating natural language processing with image document analysis: what we learned from two real-world applications","International Journal on Document Analysis and Recognition (IJDAR)","","18","3","10.1007/s10032-015-0247-x","Jinying ChenHuaigu CaoPremkumar Natarajan","2015","http://link.springer.com/article/10.1007/s10032-015-0247-x","Article"
"Extracting content from instructional videos by statistical modelling and classification","Pattern Analysis and Applications","","10","2","10.1007/s10044-006-0051-9","Chekuri ChoudaryTiecheng Liu","2007","http://link.springer.com/article/10.1007/s10044-006-0051-9","Article"
"Object Detection and Classification for Outdoor Walking Guidance System","Biologically Motivated Computer Vision","","","","10.1007/3-540-36181-2_60","Seonghoon KangSeong-Whan Lee","2002","http://link.springer.com/chapter/10.1007/3-540-36181-2_60","Chapter"
"HMM based soccer video event detection using enhanced mid-level semantic","Multimedia Tools and Applications","","60","1","10.1007/s11042-011-0817-y","Xueming QianHuan WangGuizhong LiuXingsong Hou","2012","http://link.springer.com/article/10.1007/s11042-011-0817-y","Article"
"Local structured representation for generic object detection","Frontiers of Computer Science","","11","4","10.1007/s11704-016-5530-6","Junge ZhangKaiqi HuangTieniu TanZhaoxiang Zhang","2017","http://link.springer.com/article/10.1007/s11704-016-5530-6","Article"
"Markov models for offline handwriting recognition: a survey","International Journal on Document Analysis and Recognition (IJDAR)","","12","4","10.1007/s10032-009-0098-4","Thomas PlötzGernot A. Fink","2009","http://link.springer.com/article/10.1007/s10032-009-0098-4","Article"
"The UvA color document dataset","International Journal of Document Analysis and Recognition (IJDAR)","","7","4","10.1007/s10032-004-0135-2","Leon TodoranMarcel WorringArnold W. M. Smeulders","2005","http://link.springer.com/article/10.1007/s10032-004-0135-2","Article"
"Online risk-based authentication using behavioral biometrics","Multimedia Tools and Applications","","71","2","10.1007/s11042-013-1518-5","Issa TraoreIsaac WoungangMohammad S. ObaidatYoussef NakkabiIris Lai","2014","http://link.springer.com/article/10.1007/s11042-013-1518-5","Article"
"Resolving Ambiguities in Toponym Recognition in Cartographic Maps","Graphics Recognition. Recent Advances and Perspectives","","","","10.1007/978-3-540-25977-0_7","Alexander GelbukhSerguei LevachkineSang-Yong Han","2004","http://link.springer.com/chapter/10.1007/978-3-540-25977-0_7","Chapter"
"A video text location method based on background classification","International Journal on Document Analysis and Recognition (IJDAR)","","13","3","10.1007/s10032-009-0104-x","Xiufei WangLei HuangChangping Liu","2010","http://link.springer.com/article/10.1007/s10032-009-0104-x","Article"
"An intelligent multimedia information system for multimodal content extraction and querying","Multimedia Tools and Applications","","77","2","10.1007/s11042-017-4378-6","Adnan YaziciMurat KoyuncuTurgay YilmazSaeid SattariMustafa SertElvan Gulen","2018","http://link.springer.com/article/10.1007/s11042-017-4378-6","Article"
"Launch of the NSFC Excellent Young Scholars Forum","Frontiers of Computer Science","","10","1","10.1007/s11704-015-5902-3","Zhi-Hua Zhou","2016","http://link.springer.com/article/10.1007/s11704-015-5902-3","Article"
"Image-Based Synthesis for Deep 3D Human Pose Estimation","International Journal of Computer Vision","","","","10.1007/s11263-018-1071-9","Grégory RogezCordelia Schmid","2018","http://link.springer.com/article/10.1007/s11263-018-1071-9","Article"
"Information Extraction from the Web: System and Techniques","Applied Intelligence","","21","2","10.1023/B:APIN.0000033637.51909.04","Luo XiaoDieter WissmannMichael BrownStephan Jablonski","2004","http://link.springer.com/article/10.1023/B%3AAPIN.0000033637.51909.04","Article"
"Content-Based Video Retrieval in Historical Collections of the German Broadcasting Archive","Research and Advanced Technology for Digital Libraries","","","","10.1007/978-3-319-43997-6_6","Markus MühlingManja MeisterNikolaus KorfhageJörg WehlingAngelika HörthRalph EwerthBernd Freisleben","2016","http://link.springer.com/chapter/10.1007/978-3-319-43997-6_6","Chapter"
"Preface","Journal of Computer Science and Technology","","32","4","10.1007/s11390-017-1749-4","Hang LiXiang BaiXuan-Jing HuangChang-Shui Zhang","2017","http://link.springer.com/article/10.1007/s11390-017-1749-4","Article"
"Image Analysis and Graphics","Theoretical Foundations of Computer Graphics and CAD","","","","10.1007/978-3-642-83539-1_51","Theo Pavlidis","1988","http://link.springer.com/chapter/10.1007/978-3-642-83539-1_51","Chapter"
"Adaptive Region Growing Color Segmentation for Text Using Irregular Pyramid","Document Analysis Systems VI","","","","10.1007/978-3-540-28640-0_25","Poh Kok LooChew Lim Tan","2004","http://link.springer.com/chapter/10.1007/978-3-540-28640-0_25","Chapter"
"Systematic evaluation of design choices for software development tools","Software - Concepts & Tools","","19","3","10.1007/s003780050014","Mark A. TolemanJim Welsh","1998","http://link.springer.com/article/10.1007/s003780050014","Article"
"Visualising the number of people who cannot perform tasks related to product interactions","Universal Access in the Information Society","","12","3","10.1007/s10209-013-0297-0","S. D. WallerM. D. BradleyP. M. LangdonP. J. Clarkson","2013","http://link.springer.com/article/10.1007/s10209-013-0297-0","Article"
"SWVFS: a saliency weighted visual feature similarity metric for image quality assessment","Frontiers of Computer Science","","8","1","10.1007/s11704-013-2213-4","Li Cui","2014","http://link.springer.com/article/10.1007/s11704-013-2213-4","Article"
"Content-based image retrieval methods","Programming and Computer Software","","35","3","10.1134/S0361768809030049","N. S. Vassilieva","2009","http://link.springer.com/article/10.1134/S0361768809030049","Article"
"Seeking the user interface","Automated Software Engineering","","25","1","10.1007/s10515-017-0216-3","Steven P. ReissYun MiaoQi Xin","2018","http://link.springer.com/article/10.1007/s10515-017-0216-3","Article"
"RETRACTED ARTICLE: Document image analysis: issues, comparison of methods and remaining problems","Artificial Intelligence Review","","35","2","10.1007/s10462-010-9186-6","T. SabaG. SulongA. Rehman","2011","http://link.springer.com/article/10.1007/s10462-010-9186-6","Article"
"A survey of image spamming and filtering techniques","Artificial Intelligence Review","","40","1","10.1007/s10462-011-9280-4","Abdolrahman AttarReza Moradi RadReza Ebrahimi Atani","2013","http://link.springer.com/article/10.1007/s10462-011-9280-4","Article"
"Niblack’s binarization method and its modifications to real-time applications: a review","Artificial Intelligence Review","","","","10.1007/s10462-017-9574-2","Lalit Prakash Saxena","2017","http://link.springer.com/article/10.1007/s10462-017-9574-2","Article"
"Linearized Alternating Direction Method with Adaptive Penalty and Warm Starts for Fast Solving Transform Invariant Low-Rank Textures","International Journal of Computer Vision","","104","1","10.1007/s11263-013-0611-6","Xiang RenZhouchen Lin","2013","http://link.springer.com/article/10.1007/s11263-013-0611-6","Article"
"Haptic access to conventional 2D maps for the visually impaired","Journal on Multimodal User Interfaces","","1","2","10.1007/BF02910055","Konstantinos KostopoulosKonstantinos MoustakasDimitrios TzovarasGiorgos NikolakisCéline ThillouBernard Gosselin","2007","http://link.springer.com/article/10.1007/BF02910055","Article"
"Parallel vision for perception and understanding of complex scenes: methods, framework, and perspectives","Artificial Intelligence Review","","48","3","10.1007/s10462-017-9569-z","Kunfeng WangChao GouNanning ZhengJames M. RehgFei-Yue Wang","2017","http://link.springer.com/article/10.1007/s10462-017-9569-z","Article"
"Finding objects for assisting blind people","Network Modeling Analysis in Health Informatics and Bioinformatics","","2","2","10.1007/s13721-013-0026-x","Chucai YiRoberto W. FloresRicardo ChinchaYingLi Tian","2013","http://link.springer.com/article/10.1007/s13721-013-0026-x","Article"
"Text Region Extraction from Quality Degraded Document Images","Pattern Recognition and Machine Intelligence","","","","10.1007/978-3-540-77046-6_64","S. AbiramiD. Manjula","2007","http://link.springer.com/chapter/10.1007/978-3-540-77046-6_64","Chapter"
"The Line Drawing Interpretation Problem","Machine Interpretation of Line Drawing Images","","","","10.1007/978-1-4471-0789-7_1","Sergey Ablameyko PhD, DSc, Prof, FIEE, FIAPR, SMIEEETony Pridmore BSc, PhD","2000","http://link.springer.com/chapter/10.1007/978-1-4471-0789-7_1","Chapter"
"Directional Edge Boxes: Exploiting Inner Normal Direction Cues for Effective Object Proposal Generation","Journal of Computer Science and Technology","","32","4","10.1007/s11390-017-1752-9","Xiang BaiZheng ZhangHong-Yang WangWei Shen","2017","http://link.springer.com/article/10.1007/s11390-017-1752-9","Article"
"Syntactical and Semantical Description of Video Sequences","Database Semantics","","","","10.1007/978-0-387-35561-0_6","N. LuthA. MieneP. Alshuth","1999","http://link.springer.com/chapter/10.1007/978-0-387-35561-0_6","Chapter"
"A computer vision-based perception system for visually impaired","Multimedia Tools and Applications","","76","9","10.1007/s11042-016-3617-6","Ruxandra TapuBogdan MocanuTitus Zaharia","2017","http://link.springer.com/article/10.1007/s11042-016-3617-6","Article"
"Perceptual Scale-Space and Its Applications","International Journal of Computer Vision","","80","1","10.1007/s11263-008-0138-4","Yizhou WangSong-Chun Zhu","2008","http://link.springer.com/article/10.1007/s11263-008-0138-4","Article"
"Content-oriented multimedia document understanding through cross-media correlation","Multimedia Tools and Applications","","74","18","10.1007/s11042-014-2044-9","Tong LuYukang JinFeng SuPalaiahnakote ShivakumaraChew Lim Tan","2015","http://link.springer.com/article/10.1007/s11042-014-2044-9","Article"
"ANASTASIL: A System for Low-Level and High-Level Geometric Analysis of Printed Documents","Structured Document Image Analysis","","","","10.1007/978-3-642-77281-8_4","Andreas Dengel","1992","http://link.springer.com/chapter/10.1007/978-3-642-77281-8_4","Chapter"
"Dynamic sampling of text streams and its application in text analysis","Knowledge and Information Systems","","53","2","10.1007/s10115-017-1039-z","Gang TianJiajia HuangMin PengJiahui ZhuYanchun Zhang","2017","http://link.springer.com/article/10.1007/s10115-017-1039-z","Article"
"Computer vision for multimedia","Multimedia Tools and Applications","","69","1","10.1007/s11042-013-1680-9","Jing TianLi Chen","2014","http://link.springer.com/article/10.1007/s11042-013-1680-9","Article"
"Window memoization: toward high-performance image processing software","Journal of Real-Time Image Processing","","10","1","10.1007/s11554-012-0247-8","Farzad KhalvatiMark D. AagaardHamid R. Tizhoosh","2015","http://link.springer.com/article/10.1007/s11554-012-0247-8","Article"
"Corpus-based HIT-MW database for offline recognition of general-purpose Chinese handwritten text","International Journal of Document Analysis and Recognition (IJDAR)","","10","1","10.1007/s10032-006-0037-6","Tonghua SuTianwen ZhangDejun Guan","2007","http://link.springer.com/article/10.1007/s10032-006-0037-6","Article"
"Comparing Different Layouts of Tag Clouds: Findings on Visual Perception","Human Aspects of Visualization","","","","10.1007/978-3-642-19641-6_3","Stephanie DeutschJohann SchrammelManfred Tscheligi","2011","http://link.springer.com/chapter/10.1007/978-3-642-19641-6_3","Chapter"
"Neural information retrieval: at the end of the early years","Information Retrieval Journal","","21","2 - 3","10.1007/s10791-017-9321-y","Kezban Dilek OnalYe ZhangIsmail Sengor AltingovdeMd Mustafizur RahmanPinar KaragozAlex BraylanBrandon DangHeng-Lu ChangHenna KimQuinten McNamaraAaron AngertEdward BannerVivek KhetanTyler McDonnellAn Thanh NguyenDan Xu","2018","http://link.springer.com/article/10.1007/s10791-017-9321-y","Article"
"Adaptive Segmentation of Multicoloured Documents without a Marked Background","Reading and Learning","","","","10.1007/978-3-540-24642-8_5","G. EberhardtS. RömerJ. Saedler","2004","http://link.springer.com/chapter/10.1007/978-3-540-24642-8_5","Chapter"
"Building a multi-modal Arabic corpus (MMAC)","International Journal on Document Analysis and Recognition (IJDAR)","","13","4","10.1007/s10032-010-0128-2","Ashraf AbdelRaoufColin A. HigginsTony PridmoreMahmoud Khalil","2010","http://link.springer.com/article/10.1007/s10032-010-0128-2","Article"
"AdOn: toward contextual overlay in-video advertising","Multimedia Systems","","16","4 - 5","10.1007/s00530-010-0195-8","Tao MeiJinlian GuoXian-Sheng HuaFalin Liu","2010","http://link.springer.com/article/10.1007/s00530-010-0195-8","Article"
"Learning sparse partial differential equations for vector-valued images","Neural Computing and Applications","","29","11","10.1007/s00521-016-2623-y","Yuanyuan JiaoXiaogang PanZhenyu ZhaoChenping Hou","2018","http://link.springer.com/article/10.1007/s00521-016-2623-y","Article"
"A multi-camera image processing and visualization system for train safety assessment","Multimedia Tools and Applications","","77","2","10.1007/s11042-017-4351-4","Giuseppe LisantiSvebor KaramanDaniele PezzatiniAlberto Del Bimbo","2018","http://link.springer.com/article/10.1007/s11042-017-4351-4","Article"
"Fuzzy Segmentation of Characters in Web Images Based on Human Colour Perception","Document Analysis Systems V","","","","10.1007/3-540-45869-7_35","A. AntonacopoulosD. Karatzas","2002","http://link.springer.com/chapter/10.1007/3-540-45869-7_35","Chapter"
"A new approach in designing low vision aids (LVA)","Computers for Handicapped Persons","","","","10.1007/3-540-58476-5_180","Berry P. L. M. den Brinker","1994","http://link.springer.com/chapter/10.1007/3-540-58476-5_180","Chapter"
"Automatic logo transition detection in digital video contents","Pattern Analysis and Applications","","15","2","10.1007/s10044-012-0267-9","Chang-Yu LuMyung-Cheol RohSeung-Yeon KangSeong-Whan Lee","2012","http://link.springer.com/article/10.1007/s10044-012-0267-9","Article"
"ImageNet Large Scale Visual Recognition Challenge","International Journal of Computer Vision","","115","3","10.1007/s11263-015-0816-y","Olga RussakovskyJia DengHao SuJonathan KrauseSanjeev SatheeshSean MaZhiheng HuangAndrej KarpathyAditya KhoslaMichael BernsteinAlexander C. BergLi Fei-Fei","2015","http://link.springer.com/article/10.1007/s11263-015-0816-y","Article"
"Stratification Approach to Modeling Video","Multimedia Tools and Applications","","16","1 - 2","10.1023/A:1013293702591","Tat-Seng ChuaLiping ChenJihua Wang","2002","http://link.springer.com/article/10.1023/A%3A1013293702591","Article"
"Preface","The Visual Computer","","33","1","10.1007/s00371-016-1341-x","Nadia Magnenat-Thalmann","2017","http://link.springer.com/article/10.1007/s00371-016-1341-x","Article"
"Color Texture-Based Object Detection: An Application to License Plate Localization","Pattern Recognition with Support Vector Machines","","","","10.1007/3-540-45665-1_23","Kwang In KimKeechul JungJin Hyung Kim","2002","http://link.springer.com/chapter/10.1007/3-540-45665-1_23","Chapter"
"Semantic Foggy Scene Understanding with Synthetic Data","International Journal of Computer Vision","","","","10.1007/s11263-018-1072-8","Christos SakaridisDengxin DaiLuc Van Gool","2018","http://link.springer.com/article/10.1007/s11263-018-1072-8","Article"
"The impact of individual collaborative activities on knowledge creation and transmission","Scientometrics","","111","3","10.1007/s11192-017-2350-x","Nuha ZamzamiAndrea Schiffauerova","2017","http://link.springer.com/article/10.1007/s11192-017-2350-x","Article"
"Accessible presentation of information for people with visual disabilities","Universal Access in the Information Society","","9","2","10.1007/s10209-009-0164-1","Christopher PowerHelmut Jürgensen","2010","http://link.springer.com/article/10.1007/s10209-009-0164-1","Article"
"On Learning Conditional Random Fields for Stereo","International Journal of Computer Vision","","99","3","10.1007/s11263-010-0385-z","Christopher J. PalJerod J. WeinmanLam C. TranDaniel Scharstein","2012","http://link.springer.com/article/10.1007/s11263-010-0385-z","Article"
"Files and Streams","Essential Java 2 fast","","","","10.1007/978-1-4471-0573-2_16","John Cowell BSc(Hons), MPhil, PhD","1999","http://link.springer.com/chapter/10.1007/978-1-4471-0573-2_16","Chapter"
"Improving the print quality of screenshots","Pattern Recognition and Image Analysis","","25","4","10.1134/S1054661815040173","S. M. MikheevI. V. KurilinA. M. Vil’kinM. N. RychagovHo Keun LeeSang Ho KimDon Chul Choi","2015","http://link.springer.com/article/10.1134/S1054661815040173","Article"
"Data GroundTruth, Complexity, and Evaluation Measures for Color Document Analysis","Document Analysis Systems V","","","","10.1007/3-540-45869-7_55","Leon TodoranMarcel WorringArnold W. M. Smeulders","2002","http://link.springer.com/chapter/10.1007/3-540-45869-7_55","Chapter"
"Multi-class segmentation of free-form online documents with tree conditional random fields","International Journal on Document Analysis and Recognition (IJDAR)","","17","4","10.1007/s10032-014-0221-z","Adrien DelayeCheng-Lin Liu","2014","http://link.springer.com/article/10.1007/s10032-014-0221-z","Article"
"A word extraction algorithm for machine-printed documents using a 3D neighborhood graph model","International Journal on Document Analysis and Recognition","","4","2","10.1007/PL00010903","Hwan-Chul ParkSe-Young OkYoung-Jung YuHwan-Gue Cho","2001","http://link.springer.com/article/10.1007/PL00010903","Article"
"End-to-End Interpretation of the French Street Name Signs Dataset","Computer Vision – ECCV 2016 Workshops","","","","10.1007/978-3-319-46604-0_30","Raymond SmithChunhui GuDar-Shyang LeeHuiyi HuRanjith UnnikrishnanJulian IbarzSacha ArnoudSophia Lin","2016","http://link.springer.com/chapter/10.1007/978-3-319-46604-0_30","Chapter"
"Entropy-Based Localization of Textured Regions","Image Analysis and Processing – ICIAP 2011","","","","10.1007/978-3-642-24085-0_63","Liliana Lo PrestiMarco La Cascia","2011","http://link.springer.com/chapter/10.1007/978-3-642-24085-0_63","Chapter"
"Arabic Bank Check Processing: State of the Art","Journal of Computer Science and Technology","","28","2","10.1007/s11390-013-1332-6","Irfan AhmadSabri A. Mahmoud","2013","http://link.springer.com/article/10.1007/s11390-013-1332-6","Article"
"GPUSVM: a comprehensive CUDA based support vector machine package","Central European Journal of Computer Science","","1","4","10.2478/s13537-011-0028-7","Qi LiRaied SalmanErik TestRobert StrackVojislav Kecman","2011","http://link.springer.com/article/10.2478/s13537-011-0028-7","Article"
"Semantic Characterization of Visual Content for Sports Videos Annotation","Multimedia Databases and Image Communication","","","","10.1007/3-540-44819-5_15","Jürgen AssfalgMarco BertiniCarlo ColomboAlberto Del Bimbo","2001","http://link.springer.com/chapter/10.1007/3-540-44819-5_15","Chapter"
"Cursive Word Recognition: Methods and Strategies","Fundamentals in Handwriting Recognition","","","","10.1007/978-3-642-78646-4_14","Eric LecolinetOlivier Baret","1994","http://link.springer.com/chapter/10.1007/978-3-642-78646-4_14","Chapter"
"A survey on Arabic character segmentation","International Journal on Document Analysis and Recognition (IJDAR)","","16","2","10.1007/s10032-012-0188-6","Yasser M. Alginahi","2013","http://link.springer.com/article/10.1007/s10032-012-0188-6","Article"
"DIBCO 2009: document image binarization contest","International Journal on Document Analysis and Recognition (IJDAR)","","14","1","10.1007/s10032-010-0115-7","B. GatosK. NtirogiannisI. Pratikakis","2011","http://link.springer.com/article/10.1007/s10032-010-0115-7","Article"
